name;bool_val
Большая Глущица;1
Большая Черниговка;1
Борское;1
Волжский;1
Жигулевск;1
Зольное;1
Исаклы;1
Камышла;1
Кинель;1
Кинель-Черкасы;1
Клявлино;1
Кошки;1
Красноармейское;1
Красный Яр;1
Куйбышев;1
Нефтегорск;1
Новокуйбышевск;1
Октябрьск;1
Отрадный;1
Пестравка;1
Похвистнево;1
Приволжье;1
Самара;1
Сургут (Самарская обл.);1
Сызрань;1
Тольятти;1
Хворостянка;1
Чапаевск;1
Челно-Вершины;1
Шентала;1
Шигоны;1
Александров Гай;1
Аркадак;1
Аткарск;1
Базарный Карабулак;1
Балаково;1
Балашов;1
Балтай;1
Возрождение;1
Вольск;1
Воскресенское;1
Горный;1
Дергачи;1
Духовницкое;1
Екатериновка;1
Ершов;1
Заречный;1
Ивантеевка;1
Калининск;1
Каменский;1
Красноармейск;1
Красный Кут;1
Лысые Горы;1
Маркс;1
Мокроус;1
Новоузенск;1
Новые Бурасы;1
Озинки;1
Перелюб;1
Петровск;1
Питерка;1
Пугачев;1
Ровное;1
Романовка;1
Ртищево;1
Самойловка;1
Саратов;1
Степное;1
Татищево;1
Турки;1
Хвалынск;1
Энгельс;1
Абый;0
Алдан;0
Амга;0
Батагай;0
Бердигестях;0
Беркакит;0
Бестях;0
Борогонцы;0
Верхневилюйск;0
Верхнеколымск;0
Верхоянск;0
Вилюйск;0
Витим;0
Власово;0
Жиганск;0
Зырянка;0
Кангалассы;0
Канкунский;0
Ленск;0
Майя;0
Менкеря;0
Мирный;0
Нерюнгри;0
Нычалах;0
Нюрба;0
Олекминск;0
Покровск;0
Сангар;0
Саскылах;0
Среднеколымск;0
Сунтар;0
Тикси;0
Усть-Мая;0
Усть-Нера;0
Хандыга;0
Хонуу;0
Черский;0
Чокурдах;0
Чурапча;0
Якутск;0
Александровск-Сахалинский;0
Анбэцу;0
Анива;0
Бошняково;0
Быков;0
Вахрушев;0
Взморье;0
Гастелло;0
Горнозаводск;0
Долинск;0
Ильинский;0
Катангли;0
Корсаков;0
Курильск;0
Макаров;0
Невельск;0
Ноглики;0
Оха;0
Поронайск;0
Северо-Курильск;0
Смирных;0
Томари;0
Тымовское;0
Углегорск;0
Холмск;0
Шахтерск;0
Южно-Курильск;0
Южно-Сахалинск;0
Алапаевск;1
Алтынай;1
Арамиль;1
Артемовский;1
Арти;1
Асбест;1
Ачит;1
Байкалово;1
Басьяновский;1
Белоярский;1
Березовский;1
Богданович;1
Буланаш;1
Верхний Тагил;1
Верхняя Пышма;1
Верхняя Салда;1
Верхняя Синячиха;1
Верхняя Сысерть;1
Верхняя Тура;1
Верхотурье;1
Висим;1
Волчанск;1
Воронцовка;1
Гари;1
Дегтярск;1
Екатеринбург;1
Ертарский;1
Заводоуспенское;1
Зыряновский;1
Зюзельский;1
Ивдель;1
Изумруд;1
Ирбит;1
Ис;1
Каменск-Уральский;1
Камышлов;1
Карпинск;1
Карпунинский;1
Качканар;1
Кировград;1
Краснотурьинск;1
Красноуральск;1
Красноуфимск;1
Кушва;1
Лесной;1
Михайловск;1
Невьянск;1
Нижние Серги;1
Нижний Тагил;1
Нижняя Салда;1
Нижняя Тура;1
Новая Ляля;1
Новоуральск;1
Оус;1
Первоуральск;1
Полевской;1
Пышма;1
Ревда;1
Реж;1
Свердловск;1
Североуральск;1
Серов;1
Сосьва;1
Среднеуральск;1
Сухой Лог;1
Сысерть;1
Таборы;1
Тавда;1
Талица;1
Тугулым;1
Туринск;1
Туринская Слобода;1
Алагир;1
Ардон;1
Беслан;1
Бурон;1
Владикавказ;1
Дигора;1
Моздок;1
Орджоникидзе;1
Чикола;1
Велиж;1
Верхнеднепровский;1
Ворга;1
Вязьма;1
Гагарин;1
Глинка;1
Голынки;1
Демидов;1
Десногорск;1
Дорогобуж;1
Духовщина;1
Екимовичи;1
Ельня;1
Ершичи;1
Издешково;1
Кардымово;1
Красный;1
Монастырщина;1
Новодугино;1
Починок;1
Рославль;1
Рудня;1
Сафоново;1
Смоленск;1
Сычевка;1
Угра;1
Хиславичи;1
Холм-Жирковский;1
Шумячи;1
Ярцево;1
Александровское;1
Арзгир;1
Благодарный;1
Буденновск;1
Георгиевск;1
Дивное;1
Домбай;1
Донское;1
Ессентуки;1
Железноводск;1
Зеленокумск;1
Изобильный;1
Иноземцево;1
Ипатово;1
Карачаевск;1
Кисловодск;1
Кочубеевское;1
Красногвардейское;1
Курсавка;1
Левокумское;1
Минеральные Воды;1
Невинномысск;1
Нефтекумск;1
Новоалександровск;1
Новоалександровская;1
Новопавловск;1
Новоселицкое;1
Преградная;1
Пятигорск;1
Светлоград;1
Солнечнодольск;1
Ставрополь;1
Степное;1
Теберда;1
Усть-Джегута;1
Хабез;1
Черкесск;1
Бондари;1
Гавриловка Вторая;1
Жердевка;1
Знаменка;1
Инжавино;1
Кирсанов;1
Котовск;1
Мичуринск;1
Мордово;1
Моршанск;1
Мучкапский;1
Первомайский;1
Петровское;1
Пичаево;1
Рассказово;1
Ржакса;1
Староюрьево;1
Тамбов;1
Токаревка;1
Уварово;1
Умет;1
Агрыз;1
Азнакаево;1
Аксубаево;1
Актюбинский;1
Алексеевское;1
Альметьевск;1
Альметьевск;1
Апастово;1
Арск;1
Бавлы;1
Базарные Матаки;1
Балтаси;1
Богатые Сабы;1
Брежнев;1
Бугульма;1
Буинск;1
Васильево;1
Верхний Услон;1
Высокая Гора;1
Дербешкинский;1
Елабуга;1
Заинск;1
Зеленодольск;1
Казань;1
Камское Устье;1
Карабаш;1
Куйбышев;1
Кукмод;1
Кукмор;1
Лаишево;1
Лениногорск;1
Мамадыш;1
Менделеевск;1
Мензелинск;1
Муслюмово;1
Набережные Челны;1
Нижнекамск;1
Новошешминск;1
Нурлат;1
Пестрецы;1
Рыбная Слобода;1
Сарманово;1
Старое Дрожжаное;1
Тетюши;1
Чистополь;1
Андреаполь;1
Бежецк;1
Белый;1
Белый Городок;1
Березайка;1
Бологое;1
Васильевский Мох;1
Выползово;1
Вышний Волочек;1
Жарковский;1
Западная Двина;1
Заречье;1
Зубцов;1
Изоплит;1
Калашниково;1
Калинин;1
Калязин;1
Кашин;1
Кесова Гора;1
Кимры;1
Конаково;1
Красный Холм;1
Кувшиново;1
Лесное;1
Лихославль;1
Максатиха;1
Молоково;1
Нелидово;1
Оленино;1
Осташков;1
Пено;1
Рамешки;1
Ржев;1
Сандово;1
Селижарово;1
Сонково;1
Спирово;1
Старица;1
Тверь;1
Торжок;1
Торопец;1
Удомля;1
Фирово;1
Александровское;0
Асино;0
Бакчар;0
Батурино;0
Белый Яр;0
Зырянское;0
Итатка;0
Каргасок;0
Катайга;0
Кожевниково;0
Колпашево;0
Кривошеино;0
Мельниково;0
Молчаново;0
Парабель;0
Первомайское;0
Подгорное;0
Северск;0
Стрежевой;0
Томск;0
Тымск;0
Ак-Довурак;0
Бай Хаак;0
Кызыл;0
Самагалтай;0
Сарыг-Сеп;0
Суть-Холь;0
Тоора-Хем;0
Туран;0
Тээли;0
Хову-Аксы;0
Чадан;0
Шагонар;0
Эрзин;0
Агеево;1
Алексин;1
Арсеньево;1
Барсуки;1
Бегичевский;1
Белев;1
Богородицк;1
Болохово;1
Велегож;1
Венев;1
Волово;1
Горелки;1
Донской;1
Дубна;1
Епифань;1
Ефремов;1
Заокский;1
Казановка;1
Кимовск;1
Киреевск;1
Куркино;1
Ленинский;1
Новомосковск;1
Одоев;1
Плавск;1
Суворов;1
Тула;1
Узловая;1
Щекино;1
Ясногорск;1
Абатский;1
Аксарка;1
Армизонское;1
Аромашево;1
Белоярский;1
Бердюжье;1
Большое Сорокино;1
Вагай;1
Викулово;1
Винзили;1
Голышманово;1
Губкинский;1
Заводопетровский;1
Заводоуковск;1
Излучинск;1
Исетское;1
Ишим;1
Казанское;1
Казым-Мыс;1
Когалым;1
Кондинское;1
Красноселькуп;1
Лабытнанги;1
Ларьяк;1
Мегион;1
Мужи;1
Муравленко;1
Надым;1
Находка;1
Нефтеюганск;1
Нижневартовск;1
Нижняя Тавда;1
Новый Уренгой;1
Ноябрьск;1
Нягань;1
Октябрьское;1
Омутинский;1
Радужный;1
Салехард;1
Сладково;1
Советский;1
Сургут;1
Тазовский;1
Тарко-Сале;1
Тобольск;1
Тюмень;1
Уват;1
Унъюган;1
Упорово;1
Урай;1
Ханты-Мансийск;1
Юрибей;1
Ялуторовск;1
Яр-Сале;1
Ярково;1
Алнаши;1
Балезино;1
Вавож;1
Воткинск;1
Глазов;1
Грахово;1
Дебесы;1
Завьялово;1
Игра;1
Ижевск;1
Кама;1
Камбарка;1
Каракулино;1
Кез;1
Кизнер;1
Киясово;1
Красногорское;1
Можга;1
Сарапул;1
Селты;1
Сюмси;1
Ува;1
Устинов;1
Шаркан;1
Юкаменское;1
Якшур-Бодья;1
Яр;1
Базарный Сызган;1
Барыш;1
Большое Нагаткино;1
Вешкайма;1
Глотовка;1
Димитровград;1
Игнатовка;1
Измайлово;1
Инза;1
Ишеевка;1
Канадей;1
Карсун;1
Кузоватово;1
Майна;1
Новая Малыкла;1
Новоспасское;1
Павловка;1
Радищево;1
Сенгилей;1
Старая Кулатка;1
Старая Майна;1
Сурское;1
Тереньга;1
Ульяновск;1
Чердаклы;1
Аксай;
Дарьинское;
Деркул;
Джамбейты;
Джаныбек;
Казталовка;
Калмыково;
Каратобе;
Переметное;
Сайхин;
Уральск;
Федоровка;
Фурманово;
Чапаев;
Амурск;0
Аян;0
Березовый;0
Бикин;0
Бира;0
Биракан;0
Богородское;0
Болонь;0
Ванино;0
Волочаевка Вторая;0
Высокогорный;0
Вяземский;0
Горный;0
Гурское;0
Дормидонтовка;0
Заветы Ильича;0
Известковый;0
Иннокентьевка;0
Комсомольск-на-Амуре;0
Ленинское;0
Нелькан;0
Николаевск-на-Амуре;0
Облучье;0
Охотск;0
Переяславка;0
Смидович;0
Советская Гавань;0
Софийск;0
Троицкое;0
Тугур;0
Хабаровск;0
Чегдомын;0
Чумикан;0
Абакан;0
Саяногорск;0
Аган;0
Игрим;0
Излучинск;0
Лангепас;0
Лянтор;0
Мегион;0
Нефтеюганск;0
Нижневартовск;0
Нягань;0
Покачи;0
Приобье;0
Пыть-Ях;0
Радужный;0
Сургут;0
Урай;0
Ханты-Мансийск;0
Югорск;0
Агаповка;1
Аргаяш;1
Аша;1
Бакал;1
Бреды;1
Варна;1
Верхнеуральск;1
Верхний Уфалей;1
Еманжелинск;1
Златоуст;1
Карабаш;1
Карталы;1
Касли;1
Катав-Ивановск;1
Копейск;1
Коркино;1
Кунашак;1
Куса;1
Кыштым;1
Магнитогорск;1
Миасс;1
Озерск;1
Октябрьское;1
Пласт;1
Сатка;1
Сим;1
Снежинск;1
Трехгорный;1
Троицк;1
Увельский;1
Уйское;1
Усть-Катав;1
Фершампенуаз;1
Чебаркуль;1
Челябинск;1
Чесма;1
Южно-Уральск;1
Юрюзань;1
Аргун;1
Грозный;1
Гудермез;1
Малгобек;1
Назрань;1
Наурская;1
Ножай-Юрт;1
Орджоникидзевская;1
Советское;1
Урус-Мартан;1
Шали;1
Агинское;0
Аксеново-Зиловское;0
Акша;0
Александровский Завод;0
Амазар;0
Арбагар;0
Атамановка;0
Балей;0
Борзя;0
Букачача;0
Газимурский Завод;0
Давенда;0
Дарасун;0
Дровяная;0
Дульдурга;0
Жиндо;0
Забайкальск;0
Итака;0
Калга;0
Карымское;0
Кличка;0
Ключевский;0
Кокуй;0
Краснокаменск;0
Красный Чикой;0
Кыра;0
Моготуй;0
Могоча;0
Нерчинск;0
Нерчинский Завод;0
Нижний Часучей;0
Оловянная;0
Первомайский;0
Петровск-Забайкальский;0
Приаргунск;0
Сретенск;0
Тупик;0
Улеты;0
Хилок;0
Чара;0
Чернышевск;0
Чита;0
Шелопугино;0
Шилка;0
Алатырь;1
Аликово;1
Батырева;1
Буинск;1
Вурнары;1
Ибреси;1
Канаш;1
Киря;1
Комсомольское;1
Красноармейское;1
Красные Четаи;1
Кугеси;1
Мариинский Посад;1
Моргауши;1
Новочебоксарск;1
Порецкое;1
Урмары;1
Цивильск;1
Чебоксары;1
Шемурша;1
Шумерля;1
Ядрин;1
Яльчики;1
Янтиково;1
Анадырь;0
Билибино;0
Губкинский;0
Заполярный;0
Муравленко;0
Надым;0
Новый Уренгой;0
Ноябрьск;0
Пуровск;0
Салехард;0
Тарко;0
Андропов;1
Берендеево;1
Большое Село;1
Борисоглебский;1
Брейтово;1
Бурмакино;1
Варегово;1
Волга;1
Гаврилов Ям;1
Данилов;1
Любим;1
Мышкино;1
Некрасовское;1
Новый Некоуз;1
Переславль-Залесский;1
Пошехонье-Володарск;1
Ростов;1
Рыбинск;1
Тутаев;1
Углич;1
Ярославль;1
